209,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode462_UAID_40B076DF2F790CE201_2008279933,Desc_OreIron_C,Solid,Infinite
210,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode463,Desc_Stone_C,Solid,Infinite
211,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode464,Desc_Stone_C,Solid,Infinite
212,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode464_UAID_40B076DF2F790EE201_1850696287,Desc_Stone_C,Solid,Infinite
213,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode464_UAID_40B076DF2F790FE201_1577140465,Desc_Stone_C,Solid,Infinite
214,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode464_UAID_40B076DF2F7914E201_2026233335,Desc_Stone_C,Solid,Infinite
215,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode464_UAID_40B076DF2F7915E201_1334543513,Desc_Stone_C,Solid,Infinite
216,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode465,Desc_Stone_C,Solid,Infinite
217,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode466,Desc_Stone_C,Solid,Infinite
218,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode467,Desc_Sulfur_C,Solid,Infinite
219,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode469,Desc_Coal_C,Solid,Infinite
220,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode46_2284,Desc_Stone_C,Solid,Infinite
221,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode474_UAID_40B076DF2F7983DF01_2128950703,Desc_RawQuartz_C,Solid,Infinite
222,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode474_UAID_40B076DF2F798DDF01_1645035472,Desc_RawQuartz_C,Solid,Infinite
223,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode474_UAID_40B076DF2F798EDF01_2134364650,Desc_RawQuartz_C,Solid,Infinite
224,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode476,Desc_OreBauxite_C,Solid,Infinite
225,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode477,Desc_OreBauxite_C,Solid,Infinite
226,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode479,Desc_OreBauxite_C,Solid,Infinite
227,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode47_3066,Desc_SAM_C,Solid,Infinite
228,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode480,Desc_OreBauxite_C,Solid,Infinite
229,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode481,Desc_OreBauxite_C,Solid,Infinite
230,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode484,Desc_OreUranium_C,Solid,Infinite
231,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode484_UAID_40B076DF2F79E0DF01_2091429101,Desc_OreUranium_C,Solid,Infinite
232,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode485,Desc_OreBauxite_C,Solid,Infinite
233,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode486,Desc_OreBauxite_C,Solid,Infinite
234,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode487,Desc_OreGold_C,Solid,Infinite
235,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode487_UAID_40B076DF2F7934DF01_1597642799,Desc_OreGold_C,Solid,Infinite
236,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode488,Desc_OreIron_C,Solid,Infinite
237,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode489,Desc_OreIron_C,Solid,Infinite
238,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode49,Desc_OreIron_C,Solid,Infinite
239,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode490,Desc_OreIron_C,Solid,Infinite
240,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode491,Desc_OreIron_C,Solid,Infinite
241,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode492,Desc_OreCopper_C,Solid,Infinite
242,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode493,Desc_OreCopper_C,Solid,Infinite
243,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode494,Desc_OreIron_C,Solid,Infinite
244,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode495,Desc_OreIron_C,Solid,Infinite
245,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode496,Desc_OreIron_C,Solid,Infinite
246,[2024.11.05-16.47.31:572][238][2024-11-05 17:47:31] BP_ResourceNode497_1,Desc_OreIron_C,Solid,Infinite
247,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode498,Desc_Coal_C,Solid,Infinite
248,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode499,Desc_Coal_C,Solid,Infinite
249,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode500,Desc_Coal_C,Solid,Infinite
250,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode501,Desc_Coal_C,Solid,Infinite
251,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode502,Desc_Coal_C,Solid,Infinite
252,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode503,Desc_Coal_C,Solid,Infinite
253,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode504,Desc_Coal_C,Solid,Infinite
254,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode505,Desc_OreCopper_C,Solid,Infinite
255,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode506,Desc_OreCopper_C,Solid,Infinite
256,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode507,Desc_OreCopper_C,Solid,Infinite
257,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode508,Desc_Stone_C,Solid,Infinite
258,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode509,Desc_Stone_C,Solid,Infinite
259,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode510,Desc_Sulfur_C,Solid,Infinite
260,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode511,Desc_Stone_C,Solid,Infinite
261,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode512,Desc_Stone_C,Solid,Infinite
262,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode513,Desc_OreCopper_C,Solid,Infinite
263,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode514,Desc_OreCopper_C,Solid,Infinite
264,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode515,Desc_OreCopper_C,Solid,Infinite
265,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode516,Desc_Stone_C,Solid,Infinite
266,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode517,Desc_OreIron_C,Solid,Infinite
267,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode518,Desc_OreIron_C,Solid,Infinite
268,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode519,Desc_SAM_C,Solid,Infinite
269,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode519_UAID_40B076DF2F79D3D901_1586151453,Desc_SAM_C,Solid,Infinite
270,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode520,Desc_RawQuartz_C,Solid,Infinite
271,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode521,Desc_Stone_C,Solid,Infinite
272,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode521_UAID_40B076DF2F79C3E101_1100698081,Desc_Stone_C,Solid,Infinite
273,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode521_UAID_40B076DF2F79C3E101_1735462083,Desc_Stone_C,Solid,Infinite
274,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode522,Desc_RawQuartz_C,Solid,Infinite
275,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode523_UAID_40B076DF2F7987DF01_1117795413,Desc_OreIron_C,Solid,Infinite
276,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode524_UAID_40B076DF2F798ADF01_1172524943,Desc_OreIron_C,Solid,Infinite
277,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode528,Desc_OreIron_C,Solid,Infinite
278,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode529,Desc_OreBauxite_C,Solid,Infinite
279,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode530,Desc_OreIron_C,Solid,Infinite
280,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode531,Desc_OreIron_C,Solid,Infinite
281,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode532,Desc_OreIron_C,Solid,Infinite
282,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode533,Desc_OreIron_C,Solid,Infinite
283,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode534,Desc_Stone_C,Solid,Infinite
284,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode535,Desc_OreIron_C,Solid,Infinite
285,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode536,Desc_OreIron_C,Solid,Infinite
286,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode537,Desc_OreIron_C,Solid,Infinite
287,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode538,Desc_OreIron_C,Solid,Infinite
288,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode539,Desc_OreIron_C,Solid,Infinite
289,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode53_510,Desc_OreCopper_C,Solid,Infinite
290,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode540,Desc_OreCopper_C,Solid,Infinite
291,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode541,Desc_OreIron_C,Solid,Infinite
292,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode542,Desc_OreIron_C,Solid,Infinite
293,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode543,Desc_OreIron_C,Solid,Infinite
294,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode544,Desc_OreIron_C,Solid,Infinite
295,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode545,Desc_OreIron_C,Solid,Infinite
296,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode546,Desc_OreIron_C,Solid,Infinite
297,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode547,Desc_OreCopper_C,Solid,Infinite
298,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode547_UAID_40B076DF2F79ADE101_1836911209,Desc_OreCopper_C,Solid,Infinite
299,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode547_UAID_40B076DF2F79AEE101_1979010387,Desc_OreCopper_C,Solid,Infinite
300,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode548,Desc_Stone_C,Solid,Infinite
301,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode549,Desc_Stone_C,Solid,Infinite
302,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode54_833,Desc_Stone_C,Solid,Infinite
303,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode550,Desc_Stone_C,Solid,Infinite
304,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode551,Desc_OreIron_C,Solid,Infinite
305,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode552,Desc_RawQuartz_C,Solid,Infinite
306,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode553,Desc_Stone_C,Solid,Infinite
307,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode554,Desc_Stone_C,Solid,Infinite
308,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode555,Desc_Stone_C,Solid,Infinite
309,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode556,Desc_Stone_C,Solid,Infinite
310,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode557,Desc_Stone_C,Solid,Infinite
311,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode558,Desc_OreIron_C,Solid,Infinite
312,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode559,Desc_Coal_C,Solid,Infinite
313,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode55_1215,Desc_OreIron_C,Solid,Infinite
314,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode560,Desc_Coal_C,Solid,Infinite
315,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode561,Desc_Stone_C,Solid,Infinite
316,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode562,Desc_OreCopper_C,Solid,Infinite
317,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode563,Desc_OreIron_C,Solid,Infinite
318,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode563_UAID_40B076DF2F79B7E101_1869159978,Desc_OreIron_C,Solid,Infinite
319,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode563_UAID_40B076DF2F79B8E101_1620414156,Desc_OreIron_C,Solid,Infinite
320,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode563_UAID_40B076DF2F79B9E101_1570060334,Desc_OreIron_C,Solid,Infinite
321,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode563_UAID_40B076DF2F79BBE101_1434258671,Desc_OreIron_C,Solid,Infinite
322,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode564,Desc_Stone_C,Solid,Infinite
323,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode565_8,Desc_OreIron_C,Solid,Infinite
324,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode566,Desc_OreBauxite_C,Solid,Infinite
325,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode567,Desc_OreIron_C,Solid,Infinite
326,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode568,Desc_OreBauxite_C,Solid,Infinite
327,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode569,Desc_OreIron_C,Solid,Infinite
328,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode570,Desc_OreGold_C,Solid,Infinite
329,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode571,Desc_Stone_C,Solid,Infinite
330,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F795EE801_1339162695,Desc_Coal_C,Solid,Infinite
331,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F796BE101_1963012602,Desc_Coal_C,Solid,Infinite
332,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F796FE101_1569477308,Desc_Coal_C,Solid,Infinite
333,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F7971E101_2069219665,Desc_Coal_C,Solid,Infinite
334,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F7972E101_1083579843,Desc_Coal_C,Solid,Infinite
335,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F7973E101_1125437021,Desc_Coal_C,Solid,Infinite
336,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F7974E101_1439035199,Desc_Coal_C,Solid,Infinite
337,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F7974E101_1674467201,Desc_Coal_C,Solid,Infinite
338,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F797DE001_1807610722,Desc_Coal_C,Solid,Infinite
339,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F7980E001_1705275252,Desc_Coal_C,Solid,Infinite
340,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F7981E001_1464253430,Desc_Coal_C,Solid,Infinite
341,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F7983E001_1088885785,Desc_Coal_C,Solid,Infinite
342,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F7983E001_1840982787,Desc_Coal_C,Solid,Infinite
343,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F7984E001_1384492965,Desc_Coal_C,Solid,Infinite
344,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F7984E001_1664435967,Desc_Coal_C,Solid,Infinite
345,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode573_UAID_40B076DF2F79ACE101_1257410031,Desc_Coal_C,Solid,Infinite
346,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode574,Desc_OreGold_C,Solid,Infinite
347,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode575,Desc_Stone_C,Solid,Infinite
348,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode576,Desc_OreUranium_C,Solid,Infinite
349,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode577,Desc_OreIron_C,Solid,Infinite
350,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode578,Desc_OreIron_C,Solid,Infinite
351,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode579,Desc_OreIron_C,Solid,Infinite
352,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode57_UAID_40B076DF2F7935DF01_1413169977,Desc_RawQuartz_C,Solid,Infinite
353,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode57_UAID_40B076DF2F7991DF01_1459615180,Desc_RawQuartz_C,Solid,Infinite
354,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode580,Desc_OreIron_C,Solid,Infinite
355,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode581,Desc_Coal_C,Solid,Infinite
356,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode582,Desc_Sulfur_C,Solid,Infinite
357,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode583_1,Desc_OreIron_C,Solid,Infinite
358,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode584,Desc_Stone_C,Solid,Infinite
359,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode585,Desc_OreIron_C,Solid,Infinite
360,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode586,Desc_Stone_C,Solid,Infinite
361,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode587,Desc_Coal_C,Solid,Infinite
362,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode588,Desc_RawQuartz_C,Solid,Infinite
363,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode588_UAID_40B076DF2F79CEDF01_1910960903,Desc_RawQuartz_C,Solid,Infinite
364,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode589,Desc_Stone_C,Solid,Infinite
365,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode589_UAID_40B076DF2F79B1E101_1767545917,Desc_Stone_C,Solid,Infinite
366,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode589_UAID_40B076DF2F79B2E101_1298360096,Desc_Stone_C,Solid,Infinite
367,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode590,Desc_Coal_C,Solid,Infinite
368,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode591,Desc_OreIron_C,Solid,Infinite
369,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode592,Desc_OreIron_C,Solid,Infinite
370,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode593,Desc_OreCopper_C,Solid,Infinite
371,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode594,Desc_Coal_C,Solid,Infinite
372,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode595,Desc_OreBauxite_C,Solid,Infinite
373,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode596,Desc_OreBauxite_C,Solid,Infinite
374,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode597,Desc_OreBauxite_C,Solid,Infinite
375,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode598_0,Desc_OreUranium_C,Solid,Infinite
376,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode599,Desc_Coal_C,Solid,Infinite
377,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode59_755,Desc_Stone_C,Solid,Infinite
378,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode5_381,Desc_Coal_C,Solid,Infinite
379,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode600,Desc_Coal_C,Solid,Infinite
380,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode601,Desc_Coal_C,Solid,Infinite
381,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode602,Desc_Coal_C,Solid,Infinite
382,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode603,Desc_Coal_C,Solid,Infinite
383,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode604,Desc_Coal_C,Solid,Infinite
384,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode605,Desc_Coal_C,Solid,Infinite
385,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode606,Desc_Coal_C,Solid,Infinite
386,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode607,Desc_SAM_C,Solid,Infinite
387,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode609,Desc_Coal_C,Solid,Infinite
388,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode60_984,Desc_Stone_C,Solid,Infinite
389,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode610,Desc_Coal_C,Solid,Infinite
390,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode611,Desc_Coal_C,Solid,Infinite
391,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode612,Desc_Coal_C,Solid,Infinite
392,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode613,Desc_Sulfur_C,Solid,Infinite
393,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode614,Desc_Coal_C,Solid,Infinite
394,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode615,Desc_Coal_C,Solid,Infinite
395,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode616,Desc_Coal_C,Solid,Infinite
396,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode617,Desc_Coal_C,Solid,Infinite
397,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode618,Desc_Coal_C,Solid,Infinite
398,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode619,Desc_Coal_C,Solid,Infinite
399,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode62,Desc_Stone_C,Solid,Infinite
400,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode620,Desc_Coal_C,Solid,Infinite
401,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode621,Desc_Coal_C,Solid,Infinite
402,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode622,Desc_Coal_C,Solid,Infinite
403,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode623,Desc_Coal_C,Solid,Infinite
404,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode624,Desc_Sulfur_C,Solid,Infinite
405,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode632,Desc_OreUranium_C,Solid,Infinite
406,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode633,Desc_OreBauxite_C,Solid,Infinite
407,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode634,Desc_OreBauxite_C,Solid,Infinite
408,[2024.11.05-16.47.31:573][238][2024-11-05 17:47:31] BP_ResourceNode635,Desc_OreBauxite_C,Solid,Infinite
